seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr4	84376852	84377083	232	*	X03126	51023	84377118	84382929	5812	+	34	upstream	34	MRPS18C
chr4	84377113	84377371	259	*	X03127	113510	84328499	84377025	48527	-	87	upstream	87	HELQ
chr4	84377113	84377371	259	*	X03127	51023	84377118	84382929	5812	+	0	overlapStart	0	MRPS18C
chr4	84405963	84406302	340	*	X03128	84142	84382094	84406290	24197	-	0	overlapStart	0	ABRAXAS1
chr4	84406427	84406523	97	*	X03129	84142	84382094	84406290	24197	-	136	upstream	136	ABRAXAS1
chr4	85419464	85419604	141	*	X03130	4825	85414436	85419387	4952	-	76	upstream	76	NKX6-1
chr4	87856169	87856371	203	*	X03131	100506746	87846046	87856002	9957	-	166	upstream	166	AFF1-AS1
chr4	87856169	87856371	203	*	X03131	4299	87856154	88062206	206053	+	0	inside	14	AFF1
chr4	88141609	88141705	97	*	X03135	57563	88082214	88141674	59461	-	0	overlapStart	0	KLHL8
chr4	88343624	88343878	255	*	X03136	53343	88343728	88380606	36879	+	0	overlapStart	0	NUDT9
chr4	88343899	88344028	130	*	X03137	53343	88343728	88380606	36879	+	0	inside	170	NUDT9
chr4	89378212	89378395	184	*	X03141	51191	89378268	89427319	49052	+	0	overlapStart	0	HERC5
chr4	89444684	89444910	227	*	X03145	100996939	89442129	89444952	2824	-	0	inside	41	PYURF
chr4	89444995	89445075	81	*	X03146	100996939	89442129	89444952	2824	-	42	upstream	42	PYURF
chr4	89618750	89618783	34	*	X03150	266812	89617066	89619023	1958	-	0	inside	239	NAP1L5
chr4	89619090	89619202	113	*	X03151	266812	89617066	89619023	1958	-	66	upstream	66	NAP1L5
chr4	89619230	89619246	17	*	X03152	266812	89617066	89619023	1958	-	206	upstream	206	NAP1L5
chr4	90032149	90032169	21	*	X03153	166815	90033968	90036052	2085	+	1798	upstream	1798	TIGD2
chr4	90032476	90032486	11	*	X03154	10144	89647105	90032549	385445	-	0	inside	62	FAM13A
chr4	90032476	90032486	11	*	X03154	166815	90033968	90036052	2085	+	1481	upstream	1481	TIGD2
chr4	90032652	90032813	162	*	X03155	10144	89647105	90032549	385445	-	102	upstream	102	FAM13A
chr4	90032652	90032813	162	*	X03155	166815	90033968	90036052	2085	+	1154	upstream	1154	TIGD2
chr4	91048335	91048455	121	*	X03156	401145	91048684	92523370	1474687	+	228	upstream	228	CCSER1
chr4	91048532	91048836	305	*	X03157	401145	91048684	92523370	1474687	+	0	overlapStart	0	CCSER1
chr4	95128987	95129015	29	*	X03163	56916	95128759	95212443	83685	+	0	inside	227	SMARCAD1
chr4	95373103	95373273	171	*	X03164	10611	95373008	95589378	216371	+	0	inside	94	PDLIM5
chr4	99182075	99182332	258	*	X03165	5910	99182527	99365012	182486	+	194	upstream	194	RAP1GDS1
chr4	99579896	99579909	14	*	X03166	10098	99391518	99579812	188295	-	83	upstream	83	TSPAN5
chr4	99579953	99580019	67	*	X03167	10098	99391518	99579812	188295	-	140	upstream	140	TSPAN5
chr4	100009768	100009862	95	*	X03170	100507053	100010008	100222513	212506	+	145	upstream	145	LOC100507053
chr4	100009768	100009862	95	*	X03170	128	99992130	100009931	17802	-	0	inside	68	ADH5
chr4	100010008	100010142	135	*	X03171	100507053	100010008	100222513	212506	+	0	inside	0	LOC100507053
chr4	100010008	100010142	135	*	X03171	128	99992130	100009931	17802	-	76	upstream	76	ADH5
chr4	100815754	100815818	65	*	X03172	8649	100799495	100815703	16209	-	50	upstream	50	LAMTOR3
chr4	100867754	100867771	18	*	X03173	79982	100817407	100867883	50477	-	0	inside	111	DNAJB14
chr4	100871417	100871430	14	*	X03174	256880	100871636	100873620	1985	+	205	upstream	205	H2AZ1-DT
chr4	100871417	100871430	14	*	X03174	3015	100869243	100871512	2270	-	0	inside	81	H2AZ1
chr4	103682057	103682128	72	*	X03178	4126	103552643	103682151	129509	-	0	inside	22	MANBA
chr4	103790039	103790057	19	*	X03181	493856	103790135	103813963	23829	+	77	upstream	77	CISD2
chr4	103790039	103790057	19	*	X03181	7323	103717133	103790032	72900	-	6	upstream	6	UBE2D3
chr4	103790141	103790601	461	*	X03182	493856	103790135	103813963	23829	+	0	inside	5	CISD2
chr4	103790141	103790601	461	*	X03182	7323	103717133	103790032	72900	-	108	upstream	108	UBE2D3
chr4	103940708	103940769	62	*	X03183	150159	103806205	103940896	134692	-	0	inside	126	SLC9B1
chr4	103940843	103940882	40	*	X03184	150159	103806205	103940896	134692	-	0	inside	13	SLC9B1
chr4	104119376	104119552	177	*	X03185	1062	104026963	104119566	92604	-	0	inside	13	CENPE
chr4	104119648	104119744	97	*	X03186	1062	104026963	104119566	92604	-	81	upstream	81	CENPE
chr4	106067172	106067213	42	*	X03188	54790	106067032	106200960	133929	+	0	inside	139	TET2
chr4	106067242	106067266	25	*	X03189	54790	106067032	106200960	133929	+	0	inside	209	TET2
chr4	106067285	106067513	229	*	X03190	54790	106067032	106200960	133929	+	0	inside	252	TET2
chr4	106395034	106395256	223	*	X03194	27068	106290234	106395227	104994	-	0	overlapStart	0	PPA2
chr4	106395338	106395401	64	*	X03195	27068	106290234	106395227	104994	-	110	upstream	110	PPA2
chr4	106629676	106629915	240	*	X03196	57117	106603785	106629881	26097	-	0	overlapStart	0	INTS12
chr4	106629676	106629915	240	*	X03196	79807	106629941	106768882	138942	+	25	upstream	25	GSTCD
chr4	106629986	106630085	100	*	X03197	57117	106603785	106629881	26097	-	104	upstream	104	INTS12
chr4	106629986	106630085	100	*	X03197	79807	106629941	106768882	138942	+	0	inside	44	GSTCD
chr4	106816123	106816524	402	*	X03198	255743	106816597	106892828	76232	+	72	upstream	72	NPNT
chr4	106816661	106816692	32	*	X03199	255743	106816597	106892828	76232	+	0	inside	63	NPNT
chr4	106816818	106817197	380	*	X03200	255743	106816597	106892828	76232	+	0	inside	220	NPNT
chr4	108641257	108641416	160	*	X03204	9061	108534822	108641419	106598	-	0	inside	2	PAPSS1
chr4	108641631	108641803	173	*	X03205	9061	108534822	108641419	106598	-	211	upstream	211	PAPSS1
chr4	108911024	108911193	170	*	X03207	3033	108910870	108956331	45462	+	0	inside	153	HADH
chr4	109541540	109541775	236	*	X03210	285456	109459346	109541613	82268	-	0	overlapStart	0	RPL34-DT
chr4	109541540	109541775	236	*	X03210	6164	109541722	109551639	9918	+	0	overlapStart	0	RPL34
chr4	110354560	110354934	375	*	X03211	100533182	110351119	110354973	3855	-	0	inside	38	SEC24B-AS1
chr4	110354560	110354934	375	*	X03211	10427	110354971	110461615	106645	+	36	upstream	36	SEC24B
chr4	110354947	110354971	25	*	X03212	100533182	110351119	110354973	3855	-	0	inside	1	SEC24B-AS1
chr4	110354947	110354971	25	*	X03212	10427	110354971	110461615	106645	+	0	overlapStart	0	SEC24B
chr4	110481374	110481491	118	*	X03213	55013	110481355	110608872	127518	+	0	inside	18	MCUB
chr4	110650944	110651258	315	*	X03214	81579	110631145	110651242	20098	-	0	overlapStart	0	PLA2G12A
chr4	113066574	113066748	175	*	X03215	132720	113066553	113110237	43685	+	0	inside	20	FAM241A
chr4	113206907	113207187	281	*	X03216	92610	113196782	113207059	10278	-	0	overlapStart	0	TIFA
chr4	113437048	113437066	19	*	X03217	63973	113434672	113437328	2657	-	0	inside	261	NEUROG2
chr4	113437085	113437105	21	*	X03218	63973	113434672	113437328	2657	-	0	inside	222	NEUROG2
chr4	113437207	113437219	13	*	X03219	63973	113434672	113437328	2657	-	0	inside	108	NEUROG2
chr4	113558390	113558633	244	*	X03220	51574	113558120	113578748	20629	+	0	inside	269	LARP7
chr4	113558390	113558633	244	*	X03220	55345	113460489	113558151	97663	-	238	upstream	238	ZGRF1
chr4	113558679	113558752	74	*	X03221	55345	113460489	113558151	97663	-	527	upstream	527	ZGRF1
chr4	114900673	114900828	156	*	X03222	79642	114821440	114900878	79439	-	0	inside	49	ARSJ
chr4	119199823	119199926	104	*	X03223	100093630	119199917	119200978	1062	+	0	overlapStart	0	SNHG8
chr4	119199823	119199926	104	*	X03223	677809	119200345	119200475	131	+	418	upstream	418	SNORA24
chr4	120133899	120133972	74	*	X03225	54532	120133782	120216673	82892	+	0	inside	116	USP53
chr4	120987841	120988004	164	*	X03227	4085	120980579	120988013	7435	-	0	inside	8	MAD2L1
chr4	120988112	120988112	1	*	X03228	4085	120980579	120988013	7435	-	98	upstream	98	MAD2L1
chr4	121993841	121993906	66	*	X03229	79625	121956782	121993673	36892	-	167	upstream	167	NDNF
chr4	122618050	122618074	25	*	X03231	308	122589152	122618147	28996	-	0	inside	72	ANXA5
chr4	122686328	122686372	45	*	X03232	132332	122680085	122686340	6256	-	0	overlapStart	0	SMIM43
chr4	122686574	122686648	75	*	X03233	132332	122680085	122686340	6256	-	233	upstream	233	SMIM43
chr4	125633716	125633778	63	*	X03234	57182	125585204	125633887	48684	-	0	inside	108	ANKRD50
chr4	128802069	128802074	6	*	X03235	10733	128802016	128820377	18362	+	0	inside	52	PLK4
chr4	128802136	128802171	36	*	X03236	10733	128802016	128820377	18362	+	0	inside	119	PLK4
chr4	129730830	129730930	101	*	X03247	79960	129730779	129796379	65601	+	0	inside	50	JADE1
chr4	139936705	139936869	165	*	X03250	25819	139936943	139967095	30153	+	73	upstream	73	NOCT
chr4	140222525	140222543	19	*	X03259	80155	140222676	140311935	89260	+	132	upstream	132	NAA15
chr4	140222588	140222624	37	*	X03260	80155	140222676	140311935	89260	+	51	upstream	51	NAA15
chr4	140222685	140222750	66	*	X03261	80155	140222676	140311935	89260	+	0	inside	8	NAA15
chr4	141075192	141075332	141	*	X03264	55534	140637546	141075233	437688	-	0	overlapStart	0	MAML3
chr4	141075390	141075611	222	*	X03265	55534	140637546	141075233	437688	-	156	upstream	156	MAML3
chr4	141075633	141075657	25	*	X03266	55534	140637546	141075233	437688	-	399	upstream	399	MAML3
chr4	141294797	141294963	167	*	X03267	100129858	141204880	141294546	89667	-	250	upstream	250	SCOC-AS1
chr4	142054379	142054648	270	*	X03268	57484	141786725	142054616	267892	-	0	overlapStart	0	RNF150
chr4	144105686	144105908	223	*	X03270	84640	144106070	144143141	37072	+	161	upstream	161	USP38
chr4	144257928	144258064	137	*	X03271	2549	144257983	144395718	137736	+	0	overlapStart	0	GAB1
chr4	144258103	144258225	123	*	X03272	2549	144257983	144395718	137736	+	0	inside	119	GAB1
chr4	146019510	146019521	12	*	X03278	10393	145915727	146019693	103967	-	0	inside	171	ANAPC10
chr4	146402593	146403140	548	*	X03279	4086	146402951	146480325	77375	+	0	overlapStart	0	SMAD1
chr4	146540290	146540546	257	*	X03280	166785	146540540	146581187	40648	+	0	overlapStart	0	MMAA
chr4	146540626	146540671	46	*	X03281	166785	146540540	146581187	40648	+	0	inside	85	MMAA
chr4	146859931	146860215	285	*	X03282	152485	146681888	146859607	177720	-	323	upstream	323	ZNF827
chr4	147096991	147097053	63	*	X03283	11157	147096835	147111213	14379	+	0	inside	155	LSM6
chr4	150999247	150999261	15	*	X03287	166614	150999426	151178608	179183	+	164	upstream	164	DCLK2
chr4	152020501	152020608	108	*	X03292	6189	152020725	152025804	5080	+	116	upstream	116	RPS3A
chr4	152020707	152020964	258	*	X03293	6189	152020725	152025804	5080	+	0	overlapStart	0	RPS3A
chr4	152330023	152330045	23	*	X03295	729830	152330398	152584784	254387	+	352	upstream	352	FAM160A1
chr4	152330125	152330157	33	*	X03296	729830	152330398	152584784	254387	+	240	upstream	240	FAM160A1
chr4	152330362	152330465	104	*	X03297	729830	152330398	152584784	254387	+	0	overlapStart	0	FAM160A1
chr4	152682064	152682090	27	*	X03298	5188	152591809	152682175	90367	-	0	inside	84	GATB
chr4	152682127	152682196	70	*	X03299	5188	152591809	152682175	90367	-	0	overlapStart	0	GATB
chr4	155471498	155471526	29	*	X03302	5356	155456149	155471585	15437	-	0	inside	58	PLRG1
chr4	155471579	155471607	29	*	X03303	5356	155456149	155471585	15437	-	0	overlapStart	0	PLRG1
chr4	156297815	156297866	52	*	X03306	79884	156263812	156298122	34311	-	0	inside	255	MAP9
chr4	156297878	156297925	48	*	X03307	79884	156263812	156298122	34311	-	0	inside	196	MAP9
chr4	156298120	156298195	76	*	X03308	79884	156263812	156298122	34311	-	0	overlapStart	0	MAP9
chr4	159593468	159593533	66	*	X03312	201725	159587827	159593407	5581	-	60	upstream	60	C4orf46
chr4	159593468	159593533	66	*	X03312	2110	159593277	159629841	36565	+	0	inside	190	ETFDH
chr4	160025619	160025746	128	*	X03313	152940	159814684	160024105	209422	-	1513	upstream	1513	C4orf45
chr4	164415533	164416003	471	*	X03314	55319	164415673	164441691	26019	+	0	overlapStart	0	TMA16
chr4	166300067	166300294	228	*	X03316	1363	166300097	166419482	119386	+	0	overlapStart	0	CPE
chr4	166300333	166300356	24	*	X03317	1363	166300097	166419482	119386	+	0	inside	235	CPE
chr4	168155557	168155759	203	*	X03319	50859	167654536	168155741	501206	-	0	overlapStart	0	SPOCK3
chr4	169931339	169931352	14	*	X03322	84869	169784921	169931468	146548	-	0	inside	115	CBR4
chr4	170192007	170192104	98	*	X03323	57630	170015407	170192249	176843	-	0	inside	144	SH3RF1
chr4	170947412	170947526	115	*	X03324	9848	170907748	170947429	39682	-	0	overlapStart	0	MFAP3L
chr4	170948513	170948532	20	*	X03325	9848	170907748	170947429	39682	-	1083	upstream	1083	MFAP3L
chr4	170948547	170948757	211	*	X03326	9848	170907748	170947429	39682	-	1117	upstream	1117	MFAP3L
chr4	170948809	170948872	64	*	X03327	9848	170907748	170947429	39682	-	1379	upstream	1379	MFAP3L
chr4	174255424	174255476	53	*	X03330	3148	174252527	174255595	3069	-	0	inside	118	HMGB2
chr4	174255517	174255535	19	*	X03331	3148	174252527	174255595	3069	-	0	inside	59	HMGB2
chr4	174290987	174291210	224	*	X03332	8819	174292093	174298683	6591	+	882	upstream	882	SAP30
chr4	174291883	174291908	26	*	X03333	8819	174292093	174298683	6591	+	184	upstream	184	SAP30
chr4	174292070	174292232	163	*	X03334	8819	174292093	174298683	6591	+	0	overlapStart	0	SAP30
chr4	175443539	175443816	278	*	X03341	3248	175411328	175444049	32722	-	0	inside	232	HPGD
chr4	175443848	175443860	13	*	X03342	3248	175411328	175444049	32722	-	0	inside	188	HPGD
chr4	177116587	177116599	13	*	X03344	132851	177105725	177116822	11098	-	0	inside	222	SPATA4
chr4	177116611	177116686	76	*	X03345	132851	177105725	177116822	11098	-	0	inside	135	SPATA4
chr4	177241084	177241343	260	*	X03346	60559	177241090	177253396	12307	+	0	overlapStart	0	SPCS3
chr4	178230951	178231165	215	*	X03348	55247	178230991	178284092	53102	+	0	overlapStart	0	NEIL3
chr4	184019196	184019211	16	*	X03353	80014	184020463	184241929	221467	+	1251	upstream	1251	WWC2
chr4	184019321	184019368	48	*	X03354	80014	184020463	184241929	221467	+	1094	upstream	1094	WWC2
chr4	184020347	184020351	5	*	X03355	152641	184018174	184020352	2179	-	0	inside	0	WWC2-AS2
chr4	184020347	184020351	5	*	X03355	80014	184020463	184241929	221467	+	111	upstream	111	WWC2
chr4	184020371	184020382	12	*	X03356	152641	184018174	184020352	2179	-	18	upstream	18	WWC2-AS2
chr4	184020371	184020382	12	*	X03356	80014	184020463	184241929	221467	+	80	upstream	80	WWC2
chr4	184020412	184020427	16	*	X03357	152641	184018174	184020352	2179	-	59	upstream	59	WWC2-AS2
chr4	184020412	184020427	16	*	X03357	80014	184020463	184241929	221467	+	35	upstream	35	WWC2
chr4	184021250	184021252	3	*	X03358	152641	184018174	184020352	2179	-	897	upstream	897	WWC2-AS2
chr4	184365659	184365715	57	*	X03359	55602	184365789	184369049	3261	+	73	upstream	73	CDKN2AIP
chr4	184365738	184365757	20	*	X03360	55602	184365789	184369049	3261	+	31	upstream	31	CDKN2AIP
chr4	184365841	184366048	208	*	X03361	55602	184365789	184369049	3261	+	0	inside	51	CDKN2AIP
chr4	184425009	184425046	38	*	X03362	3622	184426220	184432249	6030	+	1173	upstream	1173	ING2
chr4	184425084	184425098	15	*	X03363	3622	184426220	184432249	6030	+	1121	upstream	1121	ING2
chr4	184425116	184425137	22	*	X03364	3622	184426220	184432249	6030	+	1082	upstream	1082	ING2
chr4	184426416	184426476	61	*	X03365	3622	184426220	184432249	6030	+	0	inside	195	ING2
chr4	184426416	184426476	61	*	X03365	389247	184415890	184425668	9779	-	747	upstream	747	LOC389247
chr4	184426508	184426542	35	*	X03366	3622	184426220	184432249	6030	+	0	inside	287	ING2
chr4	184426508	184426542	35	*	X03366	389247	184415890	184425668	9779	-	839	upstream	839	LOC389247
chr4	185655151	185655203	53	*	X03368	79682	185615219	185655286	40068	-	0	inside	82	CENPU
chr4	185655219	185655272	54	*	X03369	79682	185615219	185655286	40068	-	0	inside	13	CENPU
chr4	185655416	185655561	146	*	X03370	79682	185615219	185655286	40068	-	129	upstream	129	CENPU
chr4	185747833	185747851	19	*	X03371	2180	185676749	185747215	70467	-	617	upstream	617	ACSL1
chr4	185747933	185747967	35	*	X03372	2180	185676749	185747215	70467	-	717	upstream	717	ACSL1
chr4	186064302	186064597	296	*	X03373	291	186064417	186071538	7122	+	0	overlapStart	0	SLC25A4
chr4	186125263	186125350	88	*	X03374	57587	186080819	186125182	44364	-	80	upstream	80	CFAP97
chr4	186317101	186317684	584	*	X03376	353322	186317840	186321782	3943	+	155	upstream	155	ANKRD37
chr4	186317848	186317984	137	*	X03377	353322	186317840	186321782	3943	+	0	inside	7	ANKRD37
chr4	186347111	186347189	79	*	X03378	55325	186320694	186347139	26446	-	0	overlapStart	0	UFSP2
chr4	186347331	186347412	82	*	X03379	55325	186320694	186347139	26446	-	191	upstream	191	UFSP2
chr4	190861759	190861941	183	*	X03380	2483	190861974	190884359	22386	+	32	upstream	32	FRG1
chr4	190861969	190862078	110	*	X03381	2483	190861974	190884359	22386	+	0	overlapStart	0	FRG1
chr5	271344	271551	208	*	X03384	10016	271736	315089	43354	+	184	upstream	184	PDCD6
chr5	473002	473146	145	*	X03388	25845	470625	473080	2456	-	0	overlapStart	0	PP7080
chr5	473393	473606	214	*	X03389	25845	470625	473080	2456	-	312	upstream	312	PP7080
chr5	892944	892959	16	*	X03390	65980	863850	892939	29090	-	4	upstream	4	BRD9
chr5	892944	892959	16	*	X03390	9319	892969	918164	25196	+	9	upstream	9	TRIP13
chr5	893008	893109	102	*	X03391	65980	863850	892939	29090	-	68	upstream	68	BRD9
chr5	893008	893109	102	*	X03391	9319	892969	918164	25196	+	0	inside	38	TRIP13
chr5	1345215	1345255	41	*	X03393	81037	1318000	1345002	27003	-	212	upstream	212	CLPTM1L
chr5	1345268	1345426	159	*	X03394	81037	1318000	1345002	27003	-	265	upstream	265	CLPTM1L
chr5	1523988	1524014	27	*	X03397	79888	1461542	1524076	62535	-	0	inside	61	LPCAT1
chr5	1594406	1594539	134	*	X03398	728609	1568637	1594646	26010	-	0	inside	106	SDHAP3
chr5	1594646	1594703	58	*	X03399	728609	1568637	1594646	26010	-	0	overlapStart	0	SDHAP3
chr5	1594806	1594816	11	*	X03400	728609	1568637	1594646	26010	-	159	upstream	159	SDHAP3
chr5	1634026	1634248	223	*	X03401	728613	1597672	1634120	36449	-	0	overlapStart	0	LOC728613
chr5	1799790	1799945	156	*	X03402	4726	1801496	1816167	14672	+	1550	upstream	1550	NDUFS6
chr5	1799790	1799945	156	*	X03402	64979	1798499	1799956	1458	-	0	inside	10	MRPL36
chr5	1800081	1800243	163	*	X03403	4726	1801496	1816167	14672	+	1252	upstream	1252	NDUFS6
chr5	1800081	1800243	163	*	X03403	64979	1798499	1799956	1458	-	124	upstream	124	MRPL36
chr5	1801453	1801740	288	*	X03404	4726	1801496	1816167	14672	+	0	overlapStart	0	NDUFS6
chr5	1801453	1801740	288	*	X03404	64979	1798499	1799956	1458	-	1496	upstream	1496	MRPL36
chr5	1801779	1801796	18	*	X03405	4726	1801496	1816167	14672	+	0	inside	282	NDUFS6
chr5	1801779	1801796	18	*	X03405	64979	1798499	1799956	1458	-	1822	upstream	1822	MRPL36
chr5	5422189	5422231	43	*	X03407	23379	5422786	5490347	67562	+	554	upstream	554	ICE1
chr5	5422247	5422329	83	*	X03408	23379	5422786	5490347	67562	+	456	upstream	456	ICE1
chr5	5422438	5422465	28	*	X03409	23379	5422786	5490347	67562	+	320	upstream	320	ICE1
chr5	5422583	5422602	20	*	X03410	23379	5422786	5490347	67562	+	183	upstream	183	ICE1
chr5	6633000	6633083	84	*	X03411	6715	6633500	6669675	36176	+	416	upstream	416	SRD5A1
chr5	6633105	6633243	139	*	X03412	54888	6599352	6633473	34122	-	0	inside	229	NSUN2
chr5	6633105	6633243	139	*	X03412	6715	6633500	6669675	36176	+	256	upstream	256	SRD5A1
chr5	6712903	6712934	32	*	X03413	11044	6714718	6757161	42444	+	1783	upstream	1783	TENT4A
chr5	6712957	6713064	108	*	X03414	11044	6714718	6757161	42444	+	1653	upstream	1653	TENT4A
chr5	6713369	6713381	13	*	X03415	11044	6714718	6757161	42444	+	1336	upstream	1336	TENT4A
chr5	7851471	7851499	29	*	X03418	134121	7830491	7851603	21113	-	0	inside	103	C5orf49
chr5	7869002	7869209	208	*	X03419	4552	7869217	7901235	32019	+	7	upstream	7	MTRR
chr5	7869002	7869209	208	*	X03419	79072	7859272	7869150	9879	-	0	overlapStart	0	FASTKD3
chr5	7869224	7869423	200	*	X03420	4552	7869217	7901235	32019	+	0	inside	6	MTRR
chr5	7869224	7869423	200	*	X03420	79072	7859272	7869150	9879	-	73	upstream	73	FASTKD3
chr5	8457455	8457606	152	*	X03421	100505738	8457800	8463209	5410	+	193	upstream	193	MIR4458HG
chr5	8457455	8457606	152	*	X03421	729506	8333596	8457677	124082	-	0	inside	70	LINC02226
chr5	8457927	8457941	15	*	X03422	100505738	8457800	8463209	5410	+	0	inside	126	MIR4458HG
chr5	8457927	8457941	15	*	X03422	729506	8333596	8457677	124082	-	249	upstream	249	LINC02226
chr5	10250095	10250604	510	*	X03424	134145	10225620	10250021	24402	-	73	upstream	73	ATPSCKMT
chr5	10250095	10250604	510	*	X03424	22948	10250282	10266501	16220	+	0	overlapStart	0	CCT5
chr5	10353342	10353706	365	*	X03427	10299	10353751	10440500	86750	+	44	upstream	44	MARCHF6
chr5	10353770	10354076	307	*	X03428	10299	10353751	10440500	86750	+	0	inside	18	MARCHF6
chr5	10441811	10441854	44	*	X03429	100505845	10440847	10441963	1117	-	0	inside	108	ROPN1L-AS1
chr5	10441811	10441854	44	*	X03429	83853	10441974	10465138	23165	+	119	upstream	119	ROPN1L
chr5	10441918	10442143	226	*	X03430	100505845	10440847	10441963	1117	-	0	overlapStart	0	ROPN1L-AS1
chr5	10441918	10442143	226	*	X03430	83853	10441974	10465138	23165	+	0	overlapStart	0	ROPN1L
chr5	11904896	11904942	47	*	X03434	1501	10971952	11904110	932159	-	785	upstream	785	CTNND2
chr5	14664624	14664700	77	*	X03437	90268	14664783	14699842	35060	+	82	upstream	82	OTULIN
chr5	16465768	16466163	396	*	X03439	90441	16451628	16465894	14267	-	0	overlapStart	0	ZNF622
chr5	16616977	16617120	144	*	X03440	54463	16473147	16617167	144021	-	0	inside	46	RETREG1
chr5	17216541	17216551	11	*	X03441	10409	17216932	17276954	60023	+	380	upstream	380	BASP1
chr5	17216699	17216720	22	*	X03442	10409	17216932	17276954	60023	+	211	upstream	211	BASP1
chr5	17216995	17217013	19	*	X03443	10409	17216932	17276954	60023	+	0	inside	62	BASP1
chr5	17217067	17217250	184	*	X03444	10409	17216932	17276954	60023	+	0	inside	134	BASP1
chr5	17217067	17217250	184	*	X03444	285696	17130137	17217531	87395	-	0	inside	280	BASP1-AS1
chr5	17217291	17217379	89	*	X03445	285696	17130137	17217531	87395	-	0	inside	151	BASP1-AS1
chr5	27472438	27472451	14	*	X03446	643401	27472399	27496508	24110	+	0	inside	38	PURPL
chr5	31639137	31639158	22	*	X03447	23037	31639517	32111038	471522	+	358	upstream	358	PDZD2
chr5	31639205	31639233	29	*	X03448	23037	31639517	32111038	471522	+	283	upstream	283	PDZD2
chr5	31639333	31639377	45	*	X03449	23037	31639517	32111038	471522	+	139	upstream	139	PDZD2
chr5	32174135	32174158	24	*	X03450	64083	32124824	32174425	49602	-	0	inside	266	GOLPH3
chr5	32174176	32174385	210	*	X03451	64083	32124824	32174425	49602	-	0	inside	39	GOLPH3
chr5	32174504	32174657	154	*	X03452	64083	32124824	32174425	49602	-	78	upstream	78	GOLPH3
chr5	32312939	32312955	17	*	X03453	54545	32227111	32313114	86004	-	0	inside	158	MTMR12
chr5	32444779	32445125	347	*	X03454	51663	32354456	32444844	90389	-	0	overlapStart	0	ZFR
chr5	32585454	32585466	13	*	X03455	10923	32585605	32604185	18581	+	138	upstream	138	SUB1
chr5	32585499	32585530	32	*	X03456	10923	32585605	32604185	18581	+	74	upstream	74	SUB1
chr5	32585573	32585800	228	*	X03457	10923	32585605	32604185	18581	+	0	overlapStart	0	SUB1
chr5	34007940	34008165	226	*	X03460	23600	33987091	34008220	21130	-	0	inside	54	AMACR
chr5	34008177	34008178	2	*	X03461	23600	33987091	34008220	21130	-	0	inside	41	AMACR
chr5	34839275	34839512	238	*	X03462	153657	34839269	34899564	60296	+	0	inside	5	TTC23L
chr5	34915334	34915452	119	*	X03463	55299	34915820	34925787	9968	+	367	upstream	367	BRIX1
chr5	34915473	34915938	466	*	X03464	55299	34915820	34925787	9968	+	0	overlapStart	0	BRIX1
chr5	35617820	35618037	218	*	X03468	79925	35617989	35814713	196725	+	0	overlapStart	0	SPEF2
chr5	35618234	35618316	83	*	X03469	79925	35617989	35814713	196725	+	0	inside	244	SPEF2
chr5	36152218	36152316	99	*	X03470	6502	36152145	36184142	31998	+	0	inside	72	SKP2
chr5	36152218	36152316	99	*	X03470	92255	36103414	36152015	48602	-	202	upstream	202	LMBRD2
chr5	36241959	36242063	105	*	X03472	133686	36192694	36242258	49565	-	0	inside	194	NADK2
chr5	36876632	36876821	190	*	X03473	25836	36876861	37065921	189061	+	39	upstream	39	NIPBL
chr5	36876632	36876821	190	*	X03473	646719	36871463	36876796	5334	-	0	overlapStart	0	NIPBL-DT
chr5	36877649	36877686	38	*	X03474	646719	36871463	36876796	5334	-	852	upstream	852	NIPBL-DT
chr5	37839735	37839752	18	*	X03475	100861519	37840540	37875900	35361	+	787	upstream	787	GDNF-AS1
chr5	37839735	37839752	18	*	X03475	2668	37812779	37839782	27004	-	0	inside	29	GDNF
chr5	37839799	37839819	21	*	X03476	100861519	37840540	37875900	35361	+	720	upstream	720	GDNF-AS1
chr5	37839799	37839819	21	*	X03476	2668	37812779	37839782	27004	-	16	upstream	16	GDNF
chr5	37839866	37840039	174	*	X03477	100861519	37840540	37875900	35361	+	500	upstream	500	GDNF-AS1
chr5	37839866	37840039	174	*	X03477	2668	37812779	37839782	27004	-	83	upstream	83	GDNF
chr5	38845700	38845959	260	*	X03479	9180	38845960	38935743	89784	+	0	upstream	0	OSMR
chr5	38846152	38846184	33	*	X03480	9180	38845960	38935743	89784	+	0	inside	191	OSMR
chr5	39074390	39074430	41	*	X03481	253260	38938022	39074501	136480	-	0	inside	70	RICTOR
chr5	39075350	39075389	40	*	X03482	253260	38938022	39074501	136480	-	848	upstream	848	RICTOR
chr5	39075430	39075463	34	*	X03483	253260	38938022	39074501	136480	-	928	upstream	928	RICTOR
chr5	39424997	39425111	115	*	X03485	1601	39371776	39425335	53560	-	0	inside	223	DAB2
chr5	39425149	39425163	15	*	X03486	1601	39371776	39425335	53560	-	0	inside	171	DAB2
chr5	40756202	40756270	69	*	X03493	23548	40711678	40756072	44395	-	129	upstream	129	TTC33
chr5	40798068	40798249	182	*	X03494	5562	40759481	40798297	38817	-	0	inside	47	PRKAA1
